Timestamp,Model_Name,Task_Type,Provider,Prompt_Tokens,Completion_Tokens,Cache_Hit_Tokens,TTFT_ms,TPOT_ms,Total_Latency_ms,Estimated_Cost_USD,Status_Code
2026-06-01 03:42:46,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,592,156,0,71,16.41,2636,0.000655,200
2026-06-01 03:44:18,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,12192,620,0,56,13.72,8520,0.002508,200
2026-06-01 03:52:30,claude-3-5-sonnet,Summarization,Anthropic_API,3600,399,217,114,35.3,14213,,200
2026-06-01 03:53:00,claude-3-5-sonnet,Code_Generation,Anthropic_API,1636,412,0,147,30.2,12519,0.010757,200
2026-06-01 04:20:54,llama-3-70b-instruct,Extraction_JSON,Self_Hosted_vLLM,1814,275,0,16,18.13,4975,0.001887,200
2026-06-01 04:30:31,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,357,0,0,36,10.2,191,0.0,500
2026-06-01 04:31:00,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,515,256,0,59,20.96,5430,0.00069,200
2026-06-01 04:42:54,llama-3-70b-instruct,Extraction_JSON,Together_AI,1323,364,0,45,17.69,6482,0.001511,200
2026-06-01 04:46:26,gpt-4o,Summarization,OpenAI_API,4785,70,0,73,22.14,1591,0.012678,200
2026-06-01 04:48:29,claude-3-5-sonnet,Code_Generation,Anthropic_API,3398,937,214,83,32.72,30728,0.023528,200
2026-06-01 04:48:34,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,110,244,41,146,32.35,8037,0.003801,200
2026-06-01 04:50:36,gpt-4o,Code_Generation,OpenAI_API,308,1488,0,80,24.47,36394,0.015389,200
2026-06-01 04:56:05,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,207,3,0,154,29.73,199,0.000691,200
2026-06-01 05:11:34,gpt-4o,Code_Generation,OpenAI_API,1075,865,0,84,20.82,18117,0.011065,200
2026-06-01 05:12:46,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,3360,519,0,102,32.38,16811,,200
2026-06-01 05:12:55,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,8424,361,0,31,15.56,5622,,200
2026-06-01 05:13:55,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,181,222,0,28,17.43,3830,0.00036,200
2026-06-01 05:21:39,gpt-4o,Extraction_JSON,OpenAI_API,941,700,0,88,28.8,20349,0.009518,200
2026-06-01 05:21:55,claude-3-5-sonnet,Summarization,Anthropic_API,6462,617,0,81,27.42,17001,0.029194,200
2026-06-01 05:29:42,gpt-4o,Code_Generation,OpenAI_API,1706,656,0,76,24.48,16150,0.010855,200
2026-06-01 05:35:31,gpt-4o,Extraction_JSON,OpenAI_API,1027,388,0,88,20.46,7970,0.006659,200
2026-06-01 05:40:49,gpt-4o,Code_Generation,OpenAI_API,1979,584,0,72,22.98,13449,0.010903,200
2026-06-01 05:52:54,gpt-4o,Code_Generation,OpenAI_API,1169,933,0,71,21.36,20013,0.012444,200
2026-06-01 06:06:15,gpt-4o,Extraction_JSON,OpenAI_API,3349,340,0,70,22.65,7755,0.012045,200
2026-06-01 06:07:12,claude-3-5-sonnet,Summarization,Anthropic_API,6765,882,0,191,28.6,25433,0.033524,200
2026-06-01 06:12:46,claude-3-5-sonnet,Summarization,Anthropic_API,2999,334,0,148,27.66,9311,0.014043,200
2026-06-01 06:17:32,llama-3-70b-instruct,Code_Generation,Together_AI,1752,945,0,12,12.66,12062,0.002434,200
2026-06-01 06:17:42,gpt-4o,Summarization,OpenAI_API,856,841,0,112,17.61,14971,0.010312,200
2026-06-01 06:55:04,llama-3-70b-instruct,Code_Generation,Together_AI,313,960,0,87,13.55,13148,0.00115,200
2026-06-01 06:55:37,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,954,544,0,46,14.11,7773,0.000294,200
2026-06-01 07:01:15,gpt-4o,Code_Generation,OpenAI_API,2049,835,0,66,20.01,16719,0.013857,200
2026-06-01 07:01:45,llama-3-70b-instruct,Code_Generation,Together_AI,2775,1521,0,42,19.59,29838,0.003958,200
2026-06-01 07:05:08,gpt-4o,Code_Generation,OpenAI_API,540,1039,0,97,25.81,26851,0.01165,200
2026-06-01 07:05:34,llama-3-70b-instruct,Summarization,Together_AI,96545,897,0,65,11.23,10105,0.085934,200
2026-06-01 07:08:37,llama-3-70b-instruct,Summarization,Together_AI,6466,1091,0,64,16.11,17594,0.006983,200
2026-06-01 07:08:49,claude-3-5-sonnet,Code_Generation,Anthropic_API,1246,1153,0,127,31.92,36937,0.020675,200
2026-06-01 07:09:26,gpt-4o,Code_Generation,OpenAI_API,1761,1140,0,68,24.03,27453,0.016024,200
2026-06-01 07:10:48,gpt-4o,Code_Generation,OpenAI_API,2599,392,0,83,18.01,7180,0.010492,200
2026-06-01 07:11:26,gpt-4o,Summarization,OpenAI_API,4358,793,0,58,22.06,17658,0.019014,200
2026-06-01 07:11:26,llama-3-70b-instruct,Summarization,Together_AI,10546,946,0,37,14.17,13439,0.010097,200
2026-06-01 07:13:36,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,1608,744,0,53,10.98,8225,0.000482,200
2026-06-01 07:13:44,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,50,1360,0,34,11.92,16188,0.000286,200
2026-06-01 07:15:00,claude-3-5-sonnet,Summarization,Anthropic_API,5955,868,0,152,31.04,27158,0.031427,200
2026-06-01 07:15:46,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,1221,259,0,31,12.68,3273,0.000293,200
2026-06-01 07:15:51,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,496,366,0,52,24.43,9067,0.000777,200
2026-06-01 07:16:03,gpt-4o,Code_Generation,OpenAI_API,1063,883,0,140,29.68,26318,0.011684,200
2026-06-01 07:16:24,gpt-4o,Summarization,OpenAI_API,50,709,0,56,29.75,21204,0.007222,200
2026-06-01 07:17:30,claude-3-5-sonnet,Summarization,Anthropic_API,16372,1,853,119,28.34,179,0.045888,200
2026-06-01 07:17:30,gpt-4o,Summarization,OpenAI_API,8537,1,0,88,20.72,135,0.021532,200
2026-06-01 07:18:30,gpt-4o,Extraction_JSON,OpenAI_API,579,537,0,36,26.36,14162,0.006719,200
2026-06-01 07:18:34,llama-3-70b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,521,227,0,33,18.52,4250,0.000687,200
2026-06-01 07:18:42,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,235,1,0,48,10.83,148,4.7e-05,200
2026-06-01 07:19:14,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,177,513,0,138,23.28,12072,0.008359,200
2026-06-01 07:21:03,claude-3-5-sonnet,Code_Generation,Anthropic_API,2034,27,0,108,24.67,765,0.006679,200
2026-06-01 07:21:20,llama-3-70b-instruct,Code_Generation,Together_AI,1524,511,0,53,17.89,9263,0.00189,200
2026-06-01 07:21:30,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,353,186,0,74,18.78,3505,0.000478,200
2026-06-01 07:23:29,gpt-4o,Summarization,OpenAI_API,871,555,0,68,28.72,16052,0.007706,200
2026-06-01 07:24:32,gpt-4o,Summarization,OpenAI_API,7390,941,1105,107,32.23,30467,0.025567,200
2026-06-01 07:26:02,gpt-4o,Code_Generation,OpenAI_API,50,0,0,73,30.56,194,0.0,500
2026-06-01 07:26:39,gpt-4o,Summarization,OpenAI_API,10830,86,886,87,27.52,2437,0.02696,200
2026-06-01 07:26:53,llama-3-70b-instruct,Summarization,Together_AI,9328,831,0,66,19.3,16021,0.008809,200
2026-06-01 07:27:18,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,674,212,0,30,13.51,2876,0.000178,200
2026-06-01 07:27:20,claude-3-5-sonnet,Summarization,Anthropic_API,11601,590,0,68,32.69,19352,0.043135,200
2026-06-01 07:27:42,gpt-4o,Code_Generation,OpenAI_API,50,1034,0,91,18.18,18819,0.010617,200
2026-06-01 07:27:54,claude-3-5-sonnet,Summarization,Anthropic_API,446,347,0,110,38.03,13294,0.006497,200
2026-06-01 07:28:48,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,364,232,30,97,26.19,6147,0.004329,200
2026-06-01 07:29:20,claude-3-5-sonnet,Summarization,Anthropic_API,3820,356,0,174,28.91,10480,,200
2026-06-01 07:29:35,claude-3-5-sonnet,Code_Generation,Anthropic_API,3151,914,0,103,23.19,21252,0.022526,200
2026-06-01 07:30:40,claude-3-5-sonnet,Code_Generation,Anthropic_API,2198,475,0,88,30.76,14695,,200
2026-06-01 07:31:23,gpt-4o,Extraction_JSON,OpenAI_API,1509,557,0,73,25.36,14165,0.009268,200
2026-06-01 07:32:06,gpt-4o,Extraction_JSON,OpenAI_API,1540,175,158,54,22.68,3972,0.005406,200
2026-06-01 07:34:17,claude-3-5-sonnet,Summarization,Anthropic_API,6773,228,0,100,27.14,6298,0.023876,200
2026-06-01 07:35:21,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,2381,590,0,41,6.31,3787,0.000601,200
2026-06-01 07:35:31,llama-3-70b-instruct,Summarization,Together_AI,1790,515,0,55,13.39,6892,0.002095,200
2026-06-01 07:36:18,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,381,226,0,39,13.4,3007,0.000123,200
2026-06-01 07:36:35,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,262,290,0,97,32.04,9468,0.005182,200
2026-06-01 07:36:45,claude-3-5-sonnet,Code_Generation,Anthropic_API,2144,806,0,159,30.26,24634,,200
2026-06-01 07:37:16,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,1150,522,0,42,13.04,6854,0.000343,200
2026-06-01 07:38:11,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,1904,434,0,31,13.98,6218,0.000474,200
2026-06-01 07:39:06,gpt-4o,Customer_Support_Chat,OpenAI_API,356,292,197,82,26.71,7904,0.003554,200
2026-06-01 07:39:41,claude-3-5-sonnet,Summarization,Anthropic_API,7829,696,37,98,36.59,25597,0.034741,200
2026-06-01 07:40:15,llama-3-70b-instruct,Code_Generation,Together_AI,1478,730,0,50,20.15,14859,0.001933,200
2026-06-01 07:41:05,llama-3-70b-instruct,Summarization,Together_AI,12202,447,0,47,17.67,7997,0.010879,200
2026-06-01 07:42:13,gpt-4o,Customer_Support_Chat,OpenAI_API,355,229,0,110,31.62,7340,0.003394,200
2026-06-01 07:42:16,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,98,368,0,41,14.46,5416,9e-05,200
2026-06-01 07:42:18,gpt-4o,Customer_Support_Chat,OpenAI_API,505,199,0,19,25.21,5089,0.003255,200
2026-06-01 07:43:22,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,416,230,0,48,19.49,4445,0.000588,200
2026-06-01 07:44:56,llama-3-70b-instruct,Extraction_JSON,Together_AI,1914,325,0,80,20.97,6894,0.001957,200
2026-06-01 07:45:11,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,255,242,0,44,14.27,3490,0.000101,200
2026-06-01 07:45:20,claude-3-5-sonnet,Code_Generation,Anthropic_API,503,1247,0,102,34.4,42971,0.019947,200
2026-06-01 07:45:49,claude-3-5-sonnet,Summarization,Anthropic_API,6609,1170,0,139,33.28,39007,0.037241,200
2026-06-01 07:45:58,gpt-4o,Customer_Support_Chat,OpenAI_API,443,1,0,97,23.88,79,0.001101,200
2026-06-01 07:46:32,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,475,230,0,64,13.46,3134,0.000648,200
2026-06-01 07:48:52,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,679,184,0,127,32.99,6191,0.004771,200
2026-06-01 07:49:01,gpt-4o,Summarization,OpenAI_API,5011,559,0,63,21.16,11838,,200
2026-06-01 07:49:44,gpt-4o,Code_Generation,OpenAI_API,1385,716,93,48,31.43,22503,0.010642,200
2026-06-01 07:49:55,claude-3-5-sonnet,Summarization,Anthropic_API,5713,922,0,101,27.59,25557,0.030623,200
2026-06-01 07:50:17,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,3183,194,0,52,11.59,2295,0.000692,200
2026-06-01 07:51:03,llama-3-70b-instruct,Summarization,Together_AI,117026,487,0,75,17.06,8446,0.1024,200
2026-06-01 07:51:10,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,522,268,109,116,26.31,7130,0.005203,200
2026-06-01 07:51:27,llama-3-70b-instruct,Summarization,Together_AI,119221,321,0,83,19.45,6336,0.107525,200
2026-06-01 07:52:51,gpt-4o,Code_Generation,OpenAI_API,1505,1065,0,78,33.16,35411,0.014167,200
2026-06-01 07:55:47,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,329,199,0,70,19.66,3921,0.000468,200
2026-06-01 07:56:46,llama-3-70b-instruct,Code_Generation,Together_AI,2372,1013,0,48,21.05,21255,0.003117,200
2026-06-01 07:57:05,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,4813,286,0,23,12.48,3634,0.001044,200
2026-06-01 07:57:56,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,2274,348,0,47,8.98,3141,0.000539,200
2026-06-01 08:00:45,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,3045,267,0,44,8.84,2476,0.000652,200
2026-06-01 08:01:24,claude-3-5-sonnet,Code_Generation,Anthropic_API,2107,911,0,135,24.45,22443,0.019883,200
2026-06-01 08:02:02,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,3037,220,0,50,9.88,2178,0.000672,200
2026-06-01 08:02:55,llama-3-70b-instruct,Code_Generation,Together_AI,1520,753,0,57,18.88,14277,0.002052,200
2026-06-01 08:03:38,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,367,70,0,66,23.34,1627,0.0004,200
2026-06-01 08:04:05,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,113,214,0,59,12.58,2775,6.7e-05,200
2026-06-01 08:04:22,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,116,184,7,144,31.56,5813,0.003064,200
2026-06-01 08:06:42,llama-3-70b-instruct,Extraction_JSON,Together_AI,1618,413,0,88,21.15,8845,0.001778,200
2026-06-01 08:06:44,claude-3-5-sonnet,Summarization,Anthropic_API,3638,445,0,56,25.97,11575,,200
2026-06-01 08:07:45,llama-3-70b-instruct,Code_Generation,Together_AI,1934,1103,0,75,18.04,19983,0.002775,200
2026-06-01 08:08:12,claude-3-5-sonnet,Code_Generation,Anthropic_API,1124,260,0,116,33.36,8784,0.007237,200
2026-06-01 08:08:22,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,175,220,57,144,32.0,7163,0.003566,200
2026-06-01 08:09:25,gpt-4o,Extraction_JSON,OpenAI_API,1599,412,0,53,24.24,9990,0.007957,200
2026-06-01 08:09:34,llama-3-70b-instruct,Summarization,Together_AI,8456,817,0,75,19.27,15834,0.008291,200
2026-06-01 08:10:13,gpt-4o,Extraction_JSON,OpenAI_API,3702,457,0,79,26.77,12384,0.013394,200
2026-06-01 08:10:37,llama-3-70b-instruct,Summarization,Together_AI,9844,1026,0,76,21.65,22232,0.009744,200
2026-06-01 08:11:15,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,189,114,0,46,10.18,1190,6.3e-05,200
2026-06-01 08:13:32,gpt-4o,Customer_Support_Chat,OpenAI_API,286,63,71,126,24.36,1675,0.001254,200
2026-06-01 08:14:17,gpt-4o,Summarization,OpenAI_API,1836,436,0,109,24.12,10608,0.009264,200
2026-06-01 08:14:17,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,96498,0,0,44,0.0,216,0.0,400
2026-06-01 08:14:21,gpt-4o,Customer_Support_Chat,OpenAI_API,547,181,247,37,22.39,4158,0.002878,200
2026-06-01 08:15:00,gpt-4o,Code_Generation,OpenAI_API,895,571,78,31,22.0,12526,0.00791,200
2026-06-01 08:15:23,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,2212,367,0,52,14.58,5446,0.000515,200
2026-06-01 08:15:51,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,50,177,0,18,10.85,2039,4.6e-05,200
2026-06-01 08:17:07,llama-3-70b-instruct,Summarization,Together_AI,1591,1046,0,82,20.23,21248,0.002394,200
2026-06-01 08:17:18,gpt-4o,Code_Generation,OpenAI_API,2495,810,0,88,24.13,19586,0.014316,200
2026-06-01 08:19:06,gpt-4o,Extraction_JSON,OpenAI_API,1301,368,0,97,20.98,7802,0.006688,200
2026-06-01 08:21:31,gpt-4o,Customer_Support_Chat,OpenAI_API,477,132,257,53,20.43,2801,0.002188,200
2026-06-01 08:23:12,gpt-4o,Code_Generation,OpenAI_API,3214,926,0,106,26.02,24203,0.01735,200
2026-06-01 08:24:22,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,1745,370,0,53,13.95,5199,0.000418,200
2026-06-01 08:24:42,claude-3-5-sonnet,Code_Generation,Anthropic_API,1085,79,0,87,24.79,2025,0.004453,200
2026-06-01 08:24:52,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,2524,291,0,105,32.39,9581,0.011911,200
2026-06-01 08:25:06,claude-3-5-sonnet,Code_Generation,Anthropic_API,2390,252,0,75,30.06,7550,0.0108,200
2026-06-01 08:27:43,llama-3-70b-instruct,Code_Generation,Together_AI,2540,931,0,74,12.38,11578,0.003194,200
2026-06-01 08:27:55,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,71,282,0,85,15.81,4538,0.000317,200
2026-06-01 08:28:15,gpt-4o,Extraction_JSON,OpenAI_API,1858,334,351,87,31.64,10695,0.007822,200
2026-06-01 08:29:27,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,500,157,0,31,16.59,2589,0.000593,200
2026-06-01 08:30:07,llama-3-70b-instruct,Summarization,Together_AI,5107,958,0,84,17.06,16428,0.005397,200
2026-06-01 08:30:46,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,544,236,0,43,19.58,4760,0.000695,200
2026-06-01 08:31:07,gpt-4o,Summarization,OpenAI_API,3711,580,730,94,28.65,16641,0.014404,200
2026-06-01 08:31:47,gpt-4o,Summarization,OpenAI_API,4051,825,0,68,23.36,19273,0.018244,200
2026-06-01 08:33:33,gpt-4o,Summarization,OpenAI_API,12688,472,0,100,24.05,11563,0.036478,200
2026-06-01 08:33:47,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,11765,586,0,17,11.49,6801,0.002566,200
2026-06-01 08:33:57,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,447,270,0,69,31.07,8444,0.005196,200
2026-06-01 08:33:57,llama-3-70b-instruct,Summarization,Together_AI,2357,446,0,84,23.23,10311,0.002561,200
2026-06-01 08:34:55,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,391,136,0,69,19.93,2721,0.00048,200
2026-06-01 08:35:07,gpt-4o,Code_Generation,OpenAI_API,3630,575,0,83,22.25,12827,0.015043,200
2026-06-01 08:37:49,claude-3-5-sonnet,Code_Generation,Anthropic_API,454,382,0,101,33.51,12872,0.007058,200
2026-06-01 08:40:00,llama-3-70b-instruct,Code_Generation,Together_AI,2385,918,0,53,15.25,14034,0.002949,200
2026-06-01 08:41:58,gpt-4o,Code_Generation,OpenAI_API,2241,1514,151,80,26.96,40838,0.021368,200
2026-06-01 08:45:42,gpt-4o,Summarization,OpenAI_API,3024,225,0,95,28.1,6446,0.009459,200
2026-06-01 08:45:59,gpt-4o,Summarization,OpenAI_API,8142,1166,0,81,31.37,36826,0.031961,200
2026-06-01 08:46:33,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,251,485,124,100,34.32,16620,0.007683,200
2026-06-01 08:49:04,claude-3-5-sonnet,Summarization,Anthropic_API,117163,164,21635,125,34.64,5834,0.297701,200
2026-06-01 08:51:17,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,602,325,0,48,12.63,4141,0.00018,200
2026-06-01 08:51:18,llama-3-70b-instruct,Extraction_JSON,Together_AI,2267,211,0,57,15.01,3189,,200
2026-06-01 08:52:07,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,4429,365,0,33,13.85,4984,0.000987,200
2026-06-01 08:52:17,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,407,159,110,97,29.21,4722,0.003366,200
2026-06-01 08:52:43,gpt-4o,Customer_Support_Chat,OpenAI_API,312,111,0,105,21.57,2519,0.00185,200
2026-06-01 08:53:54,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,364,304,0,57,15.64,4865,0.000575,200
2026-06-01 08:55:36,gpt-4o,Customer_Support_Chat,OpenAI_API,190,226,109,64,26.55,5980,0.002481,200
2026-06-01 08:55:39,claude-3-5-sonnet,Code_Generation,Anthropic_API,2138,349,0,79,31.2,11008,0.011815,200
2026-06-01 08:56:02,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,3352,855,0,38,14.11,12085,0.000817,200
2026-06-01 08:57:32,llama-3-70b-instruct,Extraction_JSON,Together_AI,2258,29,0,49,20.38,654,0.001965,200
2026-06-01 08:58:48,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,1780,1164,0,45,14.46,16932,0.000579,200
2026-06-01 08:58:58,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,678,232,0,81,17.09,4030,0.000874,200
2026-06-01 08:59:04,gpt-4o,Customer_Support_Chat,OpenAI_API,333,208,146,82,24.53,5174,0.002762,200
2026-06-01 09:00:13,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,417,42,0,68,24.44,1112,0.000409,200
2026-06-01 09:00:14,gpt-4o,Extraction_JSON,OpenAI_API,2424,263,0,63,30.93,8224,0.008488,200
2026-06-01 09:00:38,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,1938,283,0,50,34.08,9747,0.00996,200
2026-06-01 09:00:40,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,366,247,0,140,27.83,7078,0.00472,200
2026-06-01 09:00:52,claude-3-5-sonnet,Code_Generation,Anthropic_API,1402,1208,37,109,35.53,42989,0.023142,200
2026-06-01 09:00:58,gpt-4o,Code_Generation,OpenAI_API,50,515,0,82,24.27,12583,0.005283,200
2026-06-01 09:01:38,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,617,266,173,117,27.43,7331,0.005336,200
2026-06-01 09:02:01,llama-3-70b-instruct,Code_Generation,Together_AI,509,1049,0,65,20.47,21447,0.00138,200
2026-06-01 09:02:03,gpt-4o,Customer_Support_Chat,OpenAI_API,245,109,67,80,28.02,3118,0.001613,200
2026-06-01 09:02:05,gpt-4o,Customer_Support_Chat,OpenAI_API,440,149,0,106,24.95,3807,0.00254,200
2026-06-01 09:02:32,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,412,250,0,61,18.24,4558,0.000587,200
2026-06-01 09:03:27,claude-3-5-sonnet,Summarization,Anthropic_API,50,499,0,71,30.96,15477,0.007749,200
